"Title","Writer","Score","Reviewcount","Novel","Genre","n"
"사라진 딸","제인 셔밀트",8,14,"x","추리",3
"사라진 딸","제인 셔밀트",8,14,"x","스릴러",3
"사라진 딸","제인 셔밀트",8,14,"영미소설","X",3
"사랑손님과 어머니","주요섭",8,1,"한국소설","X",3
"사랑손님과 어머니","주요섭",10,1,"한국소설","X",3
"사랑손님과 어머니","주요섭",0,0,"한국소설","X",3
"사랑을 앓는 철새들","이청준",10,1,"한국소설","X",3
"사랑을 앓는 철새들","이청준",10,1,"작가 선집","X",3
"사랑을 앓는 철새들","이청준",10,1,"작가 선집","X",3
"사랑의 책","캐슬린 맥고완",8,1,"x","추리",3
"사랑의 책","캐슬린 맥고완",8,1,"x","스릴러",3
"사랑의 책","캐슬린 맥고완",8,1,"영미소설","X",3
"사자자리","발터 자테르바이트 외",4,1,"x","추리",3
"사자자리","발터 자테르바이트 외",4,1,"x","공포",3
"사자자리","발터 자테르바이트 외",4,1,"독일소설","X",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 1","오타 시오리",8,9,"x","추리",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 1","오타 시오리",8,9,"x","스릴러",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 1","오타 시오리",8,9,"일본소설","X",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 2","오타 시오리",8,4,"x","추리",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 2","오타 시오리",8,4,"x","스릴러",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 2","오타 시오리",8,4,"일본소설","X",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 3","오타 시오리",8,3,"x","추리",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 3","오타 시오리",8,3,"x","스릴러",3
"사쿠라코 씨의 발밑에는 시체가 묻혀 있다 3","오타 시오리",8,3,"일본소설","X",3
"사형집행인의 딸","올리퍼 푀치",8,62,"x","추리",3
"사형집행인의 딸","올리퍼 푀치",8,62,"x","스릴러",3
"사형집행인의 딸","올리퍼 푀치",8,62,"독일소설","X",3
"살아있는 시체의 죽음","야마구치 마사야",8,41,"x","추리",3
"살아있는 시체의 죽음","야마구치 마사야",8,41,"x","스릴러",3
"살아있는 시체의 죽음","야마구치 마사야",8,41,"일본소설","X",3
"살인과 창조의 시간","로렌스 블록",8,19,"x","추리",3
"살인과 창조의 시간","로렌스 블록",8,19,"x","스릴러",3
"살인과 창조의 시간","로렌스 블록",8,19,"영미소설","X",3
"삼총사 1","알렉상드르 뒤마",8,26,"프랑스소설","X",3
"삼총사 1","알렉상드르 뒤마",6,13,"프랑스소설","X",3
"삼총사 1","알렉상드르 뒤마",7,1,"프랑스소설","X",3
"삼총사 2","알렉상드르 뒤마",8,5,"프랑스소설","X",3
"삼총사 2","알렉상드르 뒤마",7,4,"프랑스소설","X",3
"삼총사 2","알렉상드르 뒤마",8,1,"프랑스소설","X",3
"상록수","심훈",8,4,"한국소설","X",3
"상록수","심훈",10,1,"한국소설","X",3
"상록수","심훈",0,0,"작가 선집","X",3
"상어의 도시 1","넬레 노이하우스",8,25,"x","추리",3
"상어의 도시 1","넬레 노이하우스",8,25,"x","스릴러",3
"상어의 도시 1","넬레 노이하우스",8,25,"독일소설","X",3
"상어의 도시 2","넬레 노이하우스",8,7,"x","추리",3
"상어의 도시 2","넬레 노이하우스",8,7,"x","스릴러",3
"상어의 도시 2","넬레 노이하우스",8,7,"독일소설","X",3
"생도 퇴를레스의 혼란","로베르트 무질",0,0,"독일소설","X",3
"생도 퇴를레스의 혼란","로베르트 무질",0,0,"독일소설","X",3
"생도 퇴를레스의 혼란","로베르트 무질",0,0,"독일소설","X",3
"샤이닝 (상)","스티븐 킹",8,13,"x","추리",3
"샤이닝 (상)","스티븐 킹",8,13,"x","공포",3
"샤이닝 (상)","스티븐 킹",8,13,"영미소설","X",3
"서른 개의 관","양진성 역",7,1,"x","추리",3
"서른 개의 관","양진성 역",7,1,"x","공포",3
"서른 개의 관","양진성 역",7,1,"프랑스소설","X",3
"서부전선 이상없다","에리히 마리아 레마르크",6,3,"x","역사",3
"서부전선 이상없다","에리히 마리아 레마르크",8,14,"독일소설","X",3
"서부전선 이상없다","에리히 마리아 레마르크",7,2,"독일소설","X",3
"세 개의 관","존 딕슨 카",10,2,"x","추리",3
"세 개의 관","존 딕슨 카",8,6,"x","추리",3
"세 개의 관","존 딕슨 카",8,6,"x","공포",3
"세계 명단편","레프 톨스토이, 기 드 모파상, 알퐁스 도데, 오 헨리",0,0,"영미소설","X",3
"세계 명단편","레프 톨스토이, 기 드 모파상, 알퐁스 도데, 오 헨리",0,0,"프랑스소설","X",3
"세계 명단편","레프 톨스토이, 기 드 모파상, 알퐁스 도데, 오 헨리",0,0,"러시아소설","X",3
"세계 미스테리 걸작선 2","오현리 편역",6,9,"x","추리",3
"세계 미스테리 걸작선 2","오현리 편역",6,9,"영미소설","X",3
"세계 미스테리 걸작선 2","오현리 편역",6,9,"기타 국가의 소설","X",3
"세계대전 Z","맥스 브룩스",8,52,"x","추리",3
"세계대전 Z","맥스 브룩스",8,52,"x","공포",3
"세계대전 Z","맥스 브룩스",8,52,"x","SF",3
"세기아의 고백","알프레드 드 뮈세",0,0,"프랑스소설","X",3
"세기아의 고백","알프레드 드 뮈세",9,1,"프랑스소설","X",3
"세기아의 고백","알프레드 드 뮈세",0,0,"프랑스소설","X",3
"세븐 다이얼스 미스터리","애거사 크리스티",8,4,"x","추리",3
"세븐 다이얼스 미스터리","애거사 크리스티",6,8,"x","추리",3
"세븐 다이얼스 미스터리","애거사 크리스티",6,8,"x","공포",3
"세상을 삼킨 책","볼프람 플라이쉬하우어",8,19,"x","추리",3
"세상을 삼킨 책","볼프람 플라이쉬하우어",8,19,"x","스릴러",3
"세상을 삼킨 책","볼프람 플라이쉬하우어",8,19,"독일소설","X",3
"셜록 홈즈 베스트 단편선","아서 코난 도일",0,0,"x","추리",3
"셜록 홈즈 베스트 단편선","아서 코난 도일",0,0,"영미소설","X",3
"셜록 홈즈 베스트 단편선","아서 코난 도일",0,0,"영미소설","X",3
"셜록 홈즈 전집 2","아서 코난 도일",8,51,"x","추리",3
"셜록 홈즈 전집 2","아서 코난 도일",8,51,"x","공포",3
"셜록 홈즈 전집 2","아서 코난 도일",8,51,"영미소설","X",3
"셜록 홈즈 전집 3","아서 코난 도일",8,50,"x","추리",3
"셜록 홈즈 전집 3","아서 코난 도일",8,50,"x","공포",3
"셜록 홈즈 전집 3","아서 코난 도일",8,50,"영미소설","X",3
"셜록 홈즈 전집 9 (소설 완결판)","아서 코난 도일",7,13,"x","추리",3
"셜록 홈즈 전집 9 (소설 완결판)","아서 코난 도일",7,13,"x","공포",3
"셜록 홈즈 전집 9 (소설 완결판)","아서 코난 도일",7,13,"영미소설","X",3
"셜록 홈즈의 사건 수첩","아서 코난 도일",10,3,"x","추리",3
"셜록 홈즈의 사건 수첩","아서 코난 도일",10,3,"x","공포",3
"셜록 홈즈의 사건 수첩","아서 코난 도일",10,3,"영미소설","X",3
"셜록 홈즈의 회상록","아서 코난 도일",10,2,"x","추리",3
"셜록 홈즈의 회상록","아서 코난 도일",10,2,"x","공포",3
"셜록 홈즈의 회상록","아서 코난 도일",10,2,"영미소설","X",3
"소름","로스 맥도널드",8,8,"x","추리",3
"소름","로스 맥도널드",7,7,"x","추리",3
"소름","로스 맥도널드",7,7,"x","공포",3
"소울 케이지","혼다 테쓰야",10,3,"x","추리",3
"소울 케이지","혼다 테쓰야",10,3,"x","스릴러",3
"소울 케이지","혼다 테쓰야",10,3,"일본소설","X",3
"스카이 이즈 폴링","시드니 셀던",4,1,"x","추리",3
"스카이 이즈 폴링","시드니 셀던",4,1,"x","공포",3
"스카이 이즈 폴링","시드니 셀던",4,1,"영미소설","X",3
"스타크래프트 2: 천국의 악마들","윌리엄 C. 디츠",8,8,"x","판타지",3
"스타크래프트 2: 천국의 악마들","윌리엄 C. 디츠",8,8,"x","SF",3
"스타크래프트 2: 천국의 악마들","윌리엄 C. 디츠",8,8,"영미소설","X",3
"스탠드 1","스티븐 킹",6,16,"x","공포",3
"스탠드 1","스티븐 킹",6,16,"x","스릴러",3
"스탠드 1","스티븐 킹",6,16,"영미소설","X",3
"스탠드 2","스티븐 킹",8,6,"x","공포",3
"스탠드 2","스티븐 킹",8,6,"x","스릴러",3
"스탠드 2","스티븐 킹",8,6,"영미소설","X",3
"스탠드 3","스티븐 킹",8,3,"x","공포",3
"스탠드 3","스티븐 킹",8,3,"x","스릴러",3
"스탠드 3","스티븐 킹",8,3,"영미소설","X",3
"스트로베리 나이트","혼다 테쓰야",8,12,"x","추리",3
"스트로베리 나이트","혼다 테쓰야",8,12,"x","스릴러",3
"스트로베리 나이트","혼다 테쓰야",8,12,"일본소설","X",3
"스티븐 킹 단편집 (상)","스티븐 킹",7,7,"x","공포",3
"스티븐 킹 단편집 (상)","스티븐 킹",7,7,"x","스릴러",3
"스티븐 킹 단편집 (상)","스티븐 킹",7,7,"영미소설","X",3
"스티븐 킹 단편집 (하)","스티븐 킹",7,13,"x","공포",3
"스티븐 킹 단편집 (하)","스티븐 킹",7,13,"x","스릴러",3
"스티븐 킹 단편집 (하)","스티븐 킹",7,13,"영미소설","X",3
"시간 상자","안드리 스나이어 마그나손",8,1,"x","판타지",3
"시간 상자","안드리 스나이어 마그나손",8,1,"x","판타지",3
"시간 상자","안드리 스나이어 마그나손",8,1,"북유럽소설","X",3
"시계 종이 여덟 번 울릴 때","양진성 역",0,0,"x","추리",3
"시계 종이 여덟 번 울릴 때","양진성 역",0,0,"x","공포",3
"시계 종이 여덟 번 울릴 때","양진성 역",0,0,"프랑스소설","X",3
"시머트리","혼다 테쓰야",10,3,"x","추리",3
"시머트리","혼다 테쓰야",10,3,"x","스릴러",3
"시머트리","혼다 테쓰야",10,3,"일본소설","X",3
"시인의 계곡","마이클 코넬리",6,3,"x","추리",3
"시인의 계곡","마이클 코넬리",6,3,"x","공포",3
"시인의 계곡","마이클 코넬리",6,3,"영미소설","X",3
"신흥 귀족 이야기","이청준",0,0,"한국소설","X",3
"신흥 귀족 이야기","이청준",0,0,"작가 선집","X",3
"신흥 귀족 이야기","이청준",0,0,"작가 선집","X",3
"아르센 뤼팽 기암성","모리스 르블랑",0,0,"x","추리",3
"아르센 뤼팽 기암성","모리스 르블랑",0,0,"x","공포",3
"아르센 뤼팽 기암성","모리스 르블랑",0,0,"프랑스소설","X",3
"아르센 뤼팽 수정마개","모리스 르블랑",6,3,"x","추리",3
"아르센 뤼팽 수정마개","모리스 르블랑",6,3,"x","공포",3
"아르센 뤼팽 수정마개","모리스 르블랑",6,3,"프랑스소설","X",3
"아르센 뤼팽의 대모험","모리스 르블랑, 에드가 젭슨 공",7,1,"x","추리",3
"아르센 뤼팽의 대모험","모리스 르블랑, 에드가 젭슨 공",7,1,"x","공포",3
"아르센 뤼팽의 대모험","모리스 르블랑, 에드가 젭슨 공",7,1,"프랑스소설","X",3
"아카데미의 유령","가스통 르루",6,5,"x","추리",3
"아카데미의 유령","가스통 르루",6,5,"x","공포",3
"아카데미의 유령","가스통 르루",6,5,"프랑스소설","X",3
"아큐정전","루쉰",8,8,"중국소설","X",3
"아큐정전","루쉰",0,0,"중국소설","X",3
"아큐정전","루쉰",10,1,"중국소설","X",3
"아픈 것아, 아픈 것아, 날아가라","미아키 스가루",8,14,"x","추리",3
"아픈 것아, 아픈 것아, 날아가라","미아키 스가루",8,14,"x","스릴러",3
"아픈 것아, 아픈 것아, 날아가라","미아키 스가루",8,14,"일본소설","X",3
"악령","도스토예프스키",0,0,"러시아소설","X",3
"악령","도스토예프스키",0,0,"러시아소설","X",3
"악령","도스토예프스키",9,1,"러시아소설","X",3
"악의","정해연",7,18,"x","추리",3
"악의","정해연",7,18,"x","스릴러",3
"악의","정해연",7,18,"한국소설","X",3
"안나 카레니나 2","레프 톨스토이",8,14,"러시아소설","X",3
"안나 카레니나 2","레프 톨스토이",8,8,"러시아소설","X",3
"안나 카레니나 2","레프 톨스토이",0,0,"러시아소설","X",3
"안나 카레니나","레프 톨스토이",8,1,"러시아소설","X",3
"안나 카레니나","레프 톨스토이",0,0,"러시아소설","X",3
"안나 카레니나","레프 톨스토이",8,23,"러시아소설","X",3
"암살 1","이이녕",0,0,"x","스릴러",3
"암살 1","이이녕",0,0,"x","역사",3
"암살 1","이이녕",0,0,"한국소설","X",3
"앨런 웨이크","릭 버로스",7,5,"x","추리",3
"앨런 웨이크","릭 버로스",7,5,"x","공포",3
"앨런 웨이크","릭 버로스",7,5,"영미소설","X",3
"야간 비행","생 텍쥐페리",0,0,"프랑스소설","X",3
"야간 비행","생 텍쥐페리",9,2,"프랑스소설","X",3
"야간 비행","생 텍쥐페리",0,0,"프랑스소설","X",3
"야간비행","생 텍쥐페리 원",0,0,"프랑스소설","X",3
"야간비행","생 텍쥐페리 원",0,0,"프랑스소설","X",3
"야간비행","생 텍쥐페리 원",0,0,"프랑스소설","X",3
"야성의 증명","모리무라 세이치",8,17,"x","추리",3
"야성의 증명","모리무라 세이치",8,7,"x","추리",3
"야성의 증명","모리무라 세이치",8,16,"일본소설","X",3
"양자리","토니 페넬리 등",8,1,"x","추리",3
"양자리","토니 페넬리 등",8,1,"x","공포",3
"양자리","토니 페넬리 등",8,1,"독일소설","X",3
"양철북","귄터 그라스",7,2,"독일소설","X",3
"양철북","귄터 그라스",6,1,"독일소설","X",3
"양철북","귄터 그라스",8,2,"독일소설","X",3
"어둠 속의 일격","로렌스 블록",8,18,"x","추리",3
"어둠 속의 일격","로렌스 블록",8,18,"x","스릴러",3
"어둠 속의 일격","로렌스 블록",8,18,"영미소설","X",3
"어둠의 수호자","우에하시 나호코",8,3,"x","판타지",3
"어둠의 수호자","우에하시 나호코",8,3,"x","판타지",3
"어둠의 수호자","우에하시 나호코",8,4,"일본소설","X",3
"어슐러 K. 르 귄 걸작선 세트","어슐러 르 귄",0,0,"x","판타지",3
"어슐러 K. 르 귄 걸작선 세트","어슐러 르 귄",0,0,"x","판타지",3
"어슐러 K. 르 귄 걸작선 세트","어슐러 르 귄",0,0,"영미소설","X",3
"언틸유아마인 ","사만다 헤이즈",8,35,"x","추리",3
"언틸유아마인 ","사만다 헤이즈",8,35,"x","스릴러",3
"언틸유아마인 ","사만다 헤이즈",8,35,"영미소설","X",3
"엄지손가락의 아픔","애거사 크리스티",0,0,"x","추리",3
"엄지손가락의 아픔","애거사 크리스티",6,7,"x","추리",3
"엄지손가락의 아픔","애거사 크리스티",6,7,"x","공포",3
"에도가와 란포 결정판 1","에도가와 란포",8,19,"x","추리",3
"에도가와 란포 결정판 1","에도가와 란포",8,19,"x","스릴러",3
"에도가와 란포 결정판 1","에도가와 란포",8,19,"일본소설","X",3
"에드거 앨런 포 베스트 단편선","에드가 앨런 포",0,0,"x","추리",3
"에드거 앨런 포 베스트 단편선","에드가 앨런 포",0,0,"영미소설","X",3
"에드거 앨런 포 베스트 단편선","에드가 앨런 포",0,0,"영미소설","X",3
"에이번리의 앤","루시 모드 몽고메리",8,17,"영미소설","X",3
"에이번리의 앤","루시 모드 몽고메리",8,9,"영미소설","X",3
"에이번리의 앤","루시 모드 몽고메리",8,35,"영미소설","X",3
"에지웨어 경의 죽음","애거사 크리스티",8,2,"x","추리",3
"에지웨어 경의 죽음","애거사 크리스티",7,4,"x","추리",3
"에지웨어 경의 죽음","애거사 크리스티",7,4,"영미소설","X",3
"에코 파크","마이클 코넬리",8,4,"x","추리",3
"에코 파크","마이클 코넬리",8,4,"x","공포",3
"에코 파크","마이클 코넬리",8,4,"영미소설","X",3
"엔드하우스의 비극","애거사 크리스티",10,1,"x","추리",3
"엔드하우스의 비극","애거사 크리스티",6,7,"x","추리",3
"엔드하우스의 비극","애거사 크리스티",6,7,"x","공포",3
"엔젤스 플라이트","마이클 코넬리",8,4,"x","추리",3
"엔젤스 플라이트","마이클 코넬리",8,4,"x","공포",3
"엔젤스 플라이트","마이클 코넬리",8,4,"영미소설","X",3
"여형사 유키히라의 살인 보고서","하타 타케히코",8,23,"x","추리",3
"여형사 유키히라의 살인 보고서","하타 타케히코",8,23,"x","스릴러",3
"여형사 유키히라의 살인 보고서","하타 타케히코",8,23,"일본소설","X",3
"열대야","소네 케이스케",8,14,"x","공포",3
"열대야","소네 케이스케",8,14,"x","스릴러",3
"열대야","소네 케이스케",8,14,"일본소설","X",3
"열린 사회와 그 적들","김소진",8,2,"한국소설","X",3
"열린 사회와 그 적들","김소진",8,4,"한국소설","X",3
"열린 사회와 그 적들","김소진",8,4,"작가 선집","X",3
"열세 가지 수수께끼","애거사 크리스티",8,10,"x","추리",3
"열세 가지 수수께끼","애거사 크리스티",8,10,"x","공포",3
"열세 가지 수수께끼","애거사 크리스티",8,10,"영미소설","X",3
"염소자리","군터 게를라흐 등",6,2,"x","추리",3
"염소자리","군터 게를라흐 등",6,2,"x","공포",3
"염소자리","군터 게를라흐 등",6,2,"독일소설","X",3
"영혼의 집 2","이사벨 아옌데",8,5,"스페인/중남미소설","X",3
"영혼의 집 2","이사벨 아옌데",8,5,"러시아소설","X",3
"영혼의 집 2","이사벨 아옌데",8,5,"기타 국가의 소설","X",3
"예브게니 오네긴","알렉산드르 세르게예비치 푸쉬킨",8,8,"러시아소설","X",3
"예브게니 오네긴","알렉산드르 세르게예비치 푸쉬킨",8,6,"러시아소설","X",3
"예브게니 오네긴","알렉산드르 세르게예비치 푸쉬킨",0,0,"러시아소설","X",3
"오만과 편견 1","제인 오스틴",10,2,"영미소설","X",3
"오만과 편견 1","제인 오스틴",8,3,"영미소설","X",3
"오만과 편견 1","제인 오스틴",0,0,"영미소설","X",3
"오만과 편견 2","제인 오스틴",0,0,"영미소설","X",3
"오만과 편견 2","제인 오스틴",10,1,"영미소설","X",3
"오만과 편견 2","제인 오스틴",0,0,"영미소설","X",3
"올리버 트위스트","찰스 디킨스",9,1,"영미소설","X",3
"올리버 트위스트","찰스 디킨스",0,0,"영미소설","X",3
"올리버 트위스트","찰스 디킨스",0,0,"영미소설","X",3
"와신상담 2","리선샹",8,1,"x","역사",3
"와신상담 2","리선샹",0,0,"x","역사",3
"와신상담 2","리선샹",8,1,"중국소설","X",3
"와신상담 3","리선샹",8,1,"x","역사",3
"와신상담 3","리선샹",0,0,"x","역사",3
"와신상담 3","리선샹",8,1,"중국소설","X",3
"와신상담 5","리선샹",8,1,"x","역사",3
"와신상담 5","리선샹",0,0,"x","역사",3
"와신상담 5","리선샹",8,1,"중국소설","X",3
"완전사회","문윤성",0,0,"x","추리",3
"완전사회","문윤성",0,0,"x","SF",3
"완전사회","문윤성",0,0,"한국소설","X",3
"욜로욜로 YOLOYOLO 세트","박지리 등",10,1,"한국소설","X",3
"욜로욜로 YOLOYOLO 세트","박지리 등",10,1,"영미소설","X",3
"욜로욜로 YOLOYOLO 세트","박지리 등",10,1,"기타 국가의 소설","X",3
"우리는 언제나 성에 살았다","셜리 잭슨",8,5,"x","추리",3
"우리는 언제나 성에 살았다","셜리 잭슨",8,5,"x","공포",3
"우리는 언제나 성에 살았다","셜리 잭슨",8,5,"영미소설","X",3
"우상의 눈물","전상국",8,5,"한국소설","X",3
"우상의 눈물","전상국",0,0,"한국소설","X",3
"우상의 눈물","전상국",9,10,"한국소설","X",3
"웃는 늑대","쓰시마 유코",8,2,"일본소설","X",3
"웃는 늑대","쓰시마 유코",8,2,"일본소설","X",3
"웃는 늑대","쓰시마 유코",8,5,"일본소설","X",3
"위대한 유산","찰스 디킨스",0,0,"영미소설","X",3
"위대한 유산","찰스 디킨스",10,1,"영미소설","X",3
"위대한 유산","찰스 디킨스",0,0,"영미소설","X",3
"유골의 도시","마이클 코넬리",8,4,"x","추리",3
"유골의 도시","마이클 코넬리",8,4,"x","공포",3
"유골의 도시","마이클 코넬리",8,4,"영미소설","X",3
"유령 신사","시바타 렌자부로",6,4,"x","추리",3
"유령 신사","시바타 렌자부로",6,4,"x","공포",3
"유령 신사","시바타 렌자부로",6,4,"일본소설","X",3
"의뢰인","존 그리샴",8,7,"x","추리",3
"의뢰인","존 그리샴",8,7,"x","스릴러",3
"의뢰인","존 그리샴",8,7,"영미소설","X",3
"이반 데니소비치의 하루","알렉산드르 이자에비치 솔제니친",5,2,"러시아소설","X",3
"이반 데니소비치의 하루","알렉산드르 이자에비치 솔제니친",7,8,"러시아소설","X",3
"이반 데니소비치의 하루","알렉산드르 이자에비치 솔제니친",8,9,"기타 국가의 소설","X",3
"이중 도시","차이나 미에빌",6,1,"x","추리",3
"이중 도시","차이나 미에빌",6,1,"x","SF",3
"이중 도시","차이나 미에빌",6,1,"영미소설","X",3
"인간의 대지","생 텍쥐페리",9,1,"프랑스소설","X",3
"인간의 대지","생 텍쥐페리",0,0,"프랑스소설","X",3
"인간의 대지","생 텍쥐페리",8,1,"프랑스소설","X",3
"인덱스","혼다 테쓰야",8,8,"x","추리",3
"인덱스","혼다 테쓰야",8,8,"x","스릴러",3
"인덱스","혼다 테쓰야",8,8,"일본소설","X",3
"인비저블 레인","혼다 테쓰야",10,3,"x","추리",3
"인비저블 레인","혼다 테쓰야",10,3,"x","스릴러",3
"인비저블 레인","혼다 테쓰야",10,3,"일본소설","X",3
"일곱 번 죽은 남자","니시자와 야스히코",8,23,"x","추리",3
"일곱 번 죽은 남자","니시자와 야스히코",8,23,"x","SF",3
"일곱 번 죽은 남자","니시자와 야스히코",8,23,"일본소설","X",3
"잃어버린 시간을 찾아서 2","마르셀 프루스트",8,11,"프랑스소설","X",3
"잃어버린 시간을 찾아서 2","마르셀 프루스트",10,1,"프랑스소설","X",3
"잃어버린 시간을 찾아서 2","마르셀 프루스트",8,6,"프랑스소설","X",3
"자기만의 방","버지니아 울프",8,23,"영미소설","X",3
"자기만의 방","버지니아 울프",7,7,"영미소설","X",3
"자기만의 방","버지니아 울프",8,2,"영미소설","X",3
"잠자는 숲","히가시노 게이고",8,76,"x","추리",3
"잠자는 숲","히가시노 게이고",8,76,"x","스릴러",3
"잠자는 숲","히가시노 게이고",8,76,"일본소설","X",3
"잭 몽골리","기욤 니끌루",8,2,"x","추리",3
"잭 몽골리","기욤 니끌루",8,2,"x","공포",3
"잭 몽골리","기욤 니끌루",8,2,"프랑스소설","X",3
"전갈자리","가브리엘레 볼프 외",0,0,"x","추리",3
"전갈자리","가브리엘레 볼프 외",0,0,"x","공포",3
"전갈자리","가브리엘레 볼프 외",0,0,"독일소설","X",3
"전쟁과 평화 4","레프 톨스토이",10,7,"러시아소설","X",3
"전쟁과 평화 4","레프 톨스토이",0,0,"러시아소설","X",3
"전쟁과 평화 4","레프 톨스토이",10,1,"러시아소설","X",3
"전쟁범죄","크리스티 골든",8,2,"x","판타지",3
"전쟁범죄","크리스티 골든",8,2,"x","SF",3
"전쟁범죄","크리스티 골든",8,2,"영미소설","X",3
"정글북 ","루드야드 키플링",8,17,"영미소설","X",3
"정글북 ","루드야드 키플링",0,0,"영미소설","X",3
"정글북 ","루드야드 키플링",0,0,"영미소설","X",3
"정령의 수호자","우에하시 나호코",8,8,"x","판타지",3
"정령의 수호자","우에하시 나호코",8,8,"x","판타지",3
"정령의 수호자","우에하시 나호코",8,8,"일본소설","X",3
"제3의 현장","이청준",0,0,"한국소설","X",3
"제3의 현장","이청준",0,0,"한국소설","X",3
"제3의 현장","이청준",0,0,"작가 선집","X",3
"제인 에어 1","샬롯 브론테",0,0,"영미소설","X",3
"제인 에어 1","샬롯 브론테",0,0,"영미소설","X",3
"제인 에어 1","샬롯 브론테",0,0,"영미소설","X",3
"제인 에어 2","샬롯 브론테",0,0,"영미소설","X",3
"제인 에어 2","샬롯 브론테",0,0,"영미소설","X",3
"제인 에어 2","샬롯 브론테",0,0,"영미소설","X",3
"조선제일검 김체건","이수광",4,1,"x","무협",3
"조선제일검 김체건","이수광",4,1,"x","역사",3
"조선제일검 김체건","이수광",4,1,"한국소설","X",3
"조이랜드","스티븐 킹",8,19,"x","추리",3
"조이랜드","스티븐 킹",8,19,"x","스릴러",3
"조이랜드","스티븐 킹",8,19,"영미소설","X",3
"조지 R. R. 마틴 걸작선 꿈의 노래 스페셜 양장 세트","조지 R. R. 마틴",8,4,"x","SF",3
"조지 R. R. 마틴 걸작선 꿈의 노래 스페셜 양장 세트","조지 R. R. 마틴",8,4,"영미소설","X",3
"조지 R. R. 마틴 걸작선 꿈의 노래 스페셜 양장 세트","조지 R. R. 마틴",8,4,"작가 선집","X",3
"존재하나 존재하지 않는 소실형","가지오 신지",8,20,"x","추리",3
"존재하나 존재하지 않는 소실형","가지오 신지",8,20,"x","스릴러",3
"존재하나 존재하지 않는 소실형","가지오 신지",8,20,"일본소설","X",3
"졸업","히가시노 게이고",8,86,"x","추리",3
"졸업","히가시노 게이고",8,86,"x","스릴러",3
"졸업","히가시노 게이고",8,86,"일본소설","X",3
"좀-B 1","대런 섄",7,6,"x","추리",3
"좀-B 1","대런 섄",7,6,"x","공포",3
"좀-B 1","대런 섄",7,6,"영미소설","X",3
"좀-B 2","대런 섄",10,1,"x","추리",3
"좀-B 2","대런 섄",10,1,"x","공포",3
"좀-B 2","대런 섄",10,1,"영미소설","X",3
"좀-B 3","대런 섄",0,0,"x","추리",3
"좀-B 3","대런 섄",0,0,"x","공포",3
"좀-B 3","대런 섄",0,0,"영미소설","X",3
"좀비","조이스 캐롤 오츠",7,30,"x","추리",3
"좀비","조이스 캐롤 오츠",7,30,"x","공포",3
"좀비","조이스 캐롤 오츠",7,30,"영미소설","X",3
"종말 문학 걸작선 1","스티븐 킹, 조지 R.R. 마틴, 올슨 스콧 카드, 진 울프 등",6,18,"x","추리",3
"종말 문학 걸작선 1","스티븐 킹, 조지 R.R. 마틴, 올슨 스콧 카드, 진 울프 등",6,18,"x","공포",3
"종말 문학 걸작선 1","스티븐 킹, 조지 R.R. 마틴, 올슨 스콧 카드, 진 울프 등",6,18,"기타 국가의 소설","X",3
"종말 문학 걸작선 2","스티븐 킹, 조지 R.R. 마틴, 올슨 스콧 카드, 진 울프 등",8,2,"x","추리",3
"종말 문학 걸작선 2","스티븐 킹, 조지 R.R. 마틴, 올슨 스콧 카드, 진 울프 등",8,2,"x","공포",3
"종말 문학 걸작선 2","스티븐 킹, 조지 R.R. 마틴, 올슨 스콧 카드, 진 울프 등",8,2,"기타 국가의 소설","X",3
"죄와 벌 (상)","도스토예프스키",8,35,"러시아소설","X",3
"죄와 벌 (상)","도스토예프스키",8,1,"러시아소설","X",3
"죄와 벌 (상)","도스토예프스키",0,0,"러시아소설","X",3
"죄와 벌 (하)","도스토예프스키",8,15,"러시아소설","X",3
"죄와 벌 (하)","도스토예프스키",10,2,"러시아소설","X",3
"죄와 벌 (하)","도스토예프스키",0,0,"러시아소설","X",3
"죄와 벌 1","도스토예프스키",8,24,"러시아소설","X",3
"죄와 벌 1","도스토예프스키",10,3,"러시아소설","X",3
"죄와 벌 1","도스토예프스키",0,0,"러시아소설","X",3
"죄와 벌 2","도스토예프스키",8,10,"러시아소설","X",3
"죄와 벌 2","도스토예프스키",10,1,"러시아소설","X",3
"죄와 벌 2","도스토예프스키",0,0,"러시아소설","X",3
"주홍글씨","나다니엘 호손",0,0,"영미소설","X",3
"주홍글씨","나다니엘 호손",0,0,"영미소설","X",3
"주홍글씨","나다니엘 호손",0,0,"영미소설","X",3
"죽음의 법칙","줄리오 레오니",0,0,"x","추리",3
"죽음의 법칙","줄리오 레오니",0,0,"x","역사",3
"죽음의 법칙","줄리오 레오니",0,0,"이탈리아소설","X",3
"쥐색 흰색 푸른색","장혜경 역",8,1,"x","추리",3
"쥐색 흰색 푸른색","장혜경 역",8,1,"x","공포",3
