"Title","Writer","Score","Reviewcount","Novel","Genre","n"
"베스트 세계 문학선","어네스트 밀러 헤밍웨이, 레프 톨스토이, 생 텍쥐페리, 에드가 앨런 포, 프란츠 카프카",0,0,"프랑스소설","X",4
"베스트 세계 문학선","어네스트 밀러 헤밍웨이, 레프 톨스토이, 생 텍쥐페리, 에드가 앨런 포, 프란츠 카프카",0,0,"독일소설","X",4
"베스트 세계 문학선","어네스트 밀러 헤밍웨이, 레프 톨스토이, 생 텍쥐페리, 에드가 앨런 포, 프란츠 카프카",0,0,"러시아소설","X",4
"벤자민 버튼의 시간은 거꾸로 간다","스콧 피츠제럴드",8,39,"영미소설","X",4
"벤자민 버튼의 시간은 거꾸로 간다","스콧 피츠제럴드",0,0,"영미소설","X",4
"벤자민 버튼의 시간은 거꾸로 간다","스콧 피츠제럴드",10,1,"영미소설","X",4
"벤자민 버튼의 시간은 거꾸로 간다","스콧 피츠제럴드",0,0,"영미소설","X",4
"변신","프란츠 카프카",0,0,"영미소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",8,61,"독일소설","X",17
"변신","프란츠 카프카",8,7,"독일소설","X",17
"변신","프란츠 카프카",8,3,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",8,3,"독일소설","X",17
"변신","프란츠 카프카",10,1,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",0,0,"독일소설","X",17
"변신","프란츠 카프카",8,9,"독일소설","X",17
"변신","프란츠 카프카",0,0,"동유럽소설","X",17
"별","알퐁스 도데",0,0,"프랑스소설","X",5
"별","알퐁스 도데",0,0,"프랑스소설","X",5
"별","알퐁스 도데",0,0,"프랑스소설","X",5
"별","알퐁스 도데",8,2,"프랑스소설","X",5
"별","알퐁스 도데",0,0,"프랑스소설","X",5
"보바리 부인","구스타브 플로베르",8,1,"프랑스소설","X",4
"보바리 부인","구스타브 플로베르",0,0,"프랑스소설","X",4
"보바리 부인","구스타브 플로베르",7,3,"프랑스소설","X",4
"보바리 부인","구스타브 플로베르",8,1,"기타 국가의 소설","X",4
"부활 1","레프 톨스토이",8,29,"러시아소설","X",6
"부활 1","레프 톨스토이",8,10,"러시아소설","X",6
"부활 1","레프 톨스토이",9,4,"러시아소설","X",6
"부활 1","레프 톨스토이",8,8,"러시아소설","X",6
"부활 1","레프 톨스토이",0,0,"러시아소설","X",6
"부활 1","레프 톨스토이",8,1,"러시아소설","X",6
"부활 2","레프 톨스토이",8,9,"러시아소설","X",6
"부활 2","레프 톨스토이",8,3,"러시아소설","X",6
"부활 2","레프 톨스토이",0,0,"러시아소설","X",6
"부활 2","레프 톨스토이",9,3,"러시아소설","X",6
"부활 2","레프 톨스토이",0,0,"러시아소설","X",6
"부활 2","레프 톨스토이",0,0,"러시아소설","X",6
"부활","레프 톨스토이",9,6,"러시아소설","X",10
"부활","레프 톨스토이",8,2,"러시아소설","X",10
"부활","레프 톨스토이",0,0,"러시아소설","X",10
"부활","레프 톨스토이",8,2,"러시아소설","X",10
"부활","레프 톨스토이",9,1,"러시아소설","X",10
"부활","레프 톨스토이",8,1,"러시아소설","X",10
"부활","레프 톨스토이",8,2,"러시아소설","X",10
"부활","레프 톨스토이",8,1,"러시아소설","X",10
"부활","레프 톨스토이",0,0,"러시아소설","X",10
"부활","레프 톨스토이",0,0,"기타 국가의 소설","X",10
"브릴리언스","마커스 세이키",8,24,"x","추리",4
"브릴리언스","마커스 세이키",8,24,"x","SF",4
"브릴리언스","마커스 세이키",8,24,"x","스릴러",4
"브릴리언스","마커스 세이키",8,24,"영미소설","X",4
"비뚤어진 집","애거사 크리스티",10,1,"x","추리",5
"비뚤어진 집","애거사 크리스티",8,2,"x","추리",5
"비뚤어진 집","애거사 크리스티",6,5,"x","추리",5
"비뚤어진 집","애거사 크리스티",6,5,"x","공포",5
"비뚤어진 집","애거사 크리스티",10,1,"영미소설","X",5
"빨간 머리 앤","루시 모드 몽고메리",8,7,"영미소설","X",4
"빨간 머리 앤","루시 모드 몽고메리",8,5,"영미소설","X",4
"빨간 머리 앤","루시 모드 몽고메리",0,0,"영미소설","X",4
"빨간 머리 앤","루시 모드 몽고메리",0,0,"영미소설","X",4
"빨강머리 앤","루시 모드 몽고메리",9,1,"영미소설","X",5
"빨강머리 앤","루시 모드 몽고메리",0,0,"영미소설","X",5
"빨강머리 앤","루시 모드 몽고메리",0,0,"영미소설","X",5
"빨강머리 앤","루시 모드 몽고메리",0,0,"영미소설","X",5
"빨강머리 앤","루시 모드 몽고메리",0,0,"영미소설","X",5
"사라진 배심원","존 그리샴",8,6,"x","추리",4
"사라진 배심원","존 그리샴",8,6,"x","공포",4
"사라진 배심원","존 그리샴",8,6,"x","스릴러",4
"사라진 배심원","존 그리샴",8,6,"영미소설","X",4
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",8,17,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",8,44,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",8,2,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",8,3,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",10,4,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",10,1,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",10,1,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사람은 무엇으로 사는가","레프 톨스토이",0,0,"러시아소설","X",19
"사양","다자이 오사무",8,8,"일본소설","X",7
"사양","다자이 오사무",8,8,"일본소설","X",7
"사양","다자이 오사무",8,7,"일본소설","X",7
"사양","다자이 오사무",0,0,"일본소설","X",7
"사양","다자이 오사무",7,4,"일본소설","X",7
"사양","다자이 오사무",7,1,"일본소설","X",7
"사양","다자이 오사무",7,9,"일본소설","X",7
"산마처럼 비웃는 것","미쓰다 신조",8,31,"x","추리",4
"산마처럼 비웃는 것","미쓰다 신조",8,31,"x","공포",4
"산마처럼 비웃는 것","미쓰다 신조",8,31,"x","스릴러",4
"산마처럼 비웃는 것","미쓰다 신조",8,31,"일본소설","X",4
"삼국지 1","나관중",9,1,"x","역사",8
"삼국지 1","나관중",0,0,"x","역사",8
"삼국지 1","나관중",0,0,"x","역사",8
"삼국지 1","나관중",0,0,"중국소설","X",8
"삼국지 1","나관중",7,34,"한국소설","X",8
"삼국지 1","나관중",9,1,"중국소설","X",8
"삼국지 1","나관중",0,0,"중국소설","X",8
"삼국지 1","나관중",0,0,"중국소설","X",8
"삼국지 10","나관중",0,0,"x","역사",7
"삼국지 10","나관중",0,0,"x","역사",7
"삼국지 10","나관중",0,0,"x","역사",7
"삼국지 10","나관중",0,0,"중국소설","X",7
"삼국지 10","나관중",8,7,"한국소설","X",7
"삼국지 10","나관중",0,0,"중국소설","X",7
"삼국지 10","나관중",0,0,"중국소설","X",7
"삼국지 2","나관중",0,0,"x","역사",11
"삼국지 2","나관중",0,0,"x","역사",11
"삼국지 2","나관중",0,0,"x","역사",11
"삼국지 2","나관중",0,0,"중국소설","X",11
"삼국지 2","나관중",0,0,"x","역사",11
"삼국지 2","나관중",8,13,"한국소설","X",11
"삼국지 2","나관중",0,0,"중국소설","X",11
"삼국지 2","나관중",0,0,"중국소설","X",11
"삼국지 2","나관중",0,0,"중국소설","X",11
"삼국지 2","나관중",0,0,"중국소설","X",11
"삼국지 2","나관중",0,0,"중국소설","X",11
"삼국지 3","나관중",0,0,"x","역사",10
"삼국지 3","나관중",0,0,"x","역사",10
"삼국지 3","나관중",0,0,"x","역사",10
"삼국지 3","나관중",0,0,"x","역사",10
"삼국지 3","나관중",0,0,"중국소설","X",10
"삼국지 3","나관중",0,0,"중국소설","X",10
"삼국지 3","나관중",0,0,"x","역사",10
"삼국지 3","나관중",0,0,"중국소설","X",10
"삼국지 3","나관중",0,0,"중국소설","X",10
"삼국지 3","나관중",0,0,"중국소설","X",10
"삼국지 4","나관중",0,0,"x","역사",8
"삼국지 4","나관중",0,0,"x","역사",8
"삼국지 4","나관중",0,0,"x","역사",8
"삼국지 4","나관중",0,0,"x","역사",8
"삼국지 4","나관중",0,0,"중국소설","X",8
"삼국지 4","나관중",0,0,"중국소설","X",8
"삼국지 4","나관중",0,0,"중국소설","X",8
"삼국지 4","나관중",0,0,"중국소설","X",8
"삼국지 5","나관중",0,0,"x","역사",5
"삼국지 5","나관중",0,0,"중국소설","X",5
"삼국지 5","나관중",0,0,"x","역사",5
"삼국지 5","나관중",0,0,"중국소설","X",5
"삼국지 5","나관중",0,0,"중국소설","X",5
"삼국지 6","나관중",0,0,"x","역사",8
"삼국지 6","나관중",0,0,"x","역사",8
"삼국지 6","나관중",0,0,"x","역사",8
"삼국지 6","나관중",0,0,"중국소설","X",8
"삼국지 6","나관중",0,0,"중국소설","X",8
"삼국지 6","나관중",0,0,"중국소설","X",8
"삼국지 6","나관중",0,0,"중국소설","X",8
"삼국지 6","나관중",0,0,"중국소설","X",8
"삼국지 7","나관중",0,0,"x","역사",7
"삼국지 7","나관중",0,0,"x","역사",7
"삼국지 7","나관중",0,0,"x","역사",7
"삼국지 7","나관중",0,0,"중국소설","X",7
"삼국지 7","나관중",0,0,"중국소설","X",7
"삼국지 7","나관중",0,0,"중국소설","X",7
"삼국지 7","나관중",0,0,"중국소설","X",7
"삼국지 8","나관중",0,0,"x","역사",7
"삼국지 8","나관중",0,0,"x","역사",7
"삼국지 8","나관중",0,0,"x","역사",7
"삼국지 8","나관중",0,0,"중국소설","X",7
"삼국지 8","나관중",0,0,"중국소설","X",7
"삼국지 8","나관중",0,0,"중국소설","X",7
"삼국지 8","나관중",0,0,"중국소설","X",7
"삼국지 9","나관중",0,0,"x","역사",7
"삼국지 9","나관중",0,0,"x","역사",7
"삼국지 9","나관중",0,0,"x","역사",7
"삼국지 9","나관중",0,0,"중국소설","X",7
"삼국지 9","나관중",8,7,"한국소설","X",7
"삼국지 9","나관중",0,0,"중국소설","X",7
"삼국지 9","나관중",0,0,"중국소설","X",7
"삼국지","나관중",0,0,"x","역사",10
"삼국지","나관중",0,0,"x","역사",10
"삼국지","나관중",0,0,"x","역사",10
"삼국지","나관중",0,0,"중국소설","X",10
"삼국지","나관중",0,0,"x","역사",10
"삼국지","나관중",0,0,"중국소설","X",10
"삼국지","나관중",0,0,"중국소설","X",10
"삼국지","나관중",0,0,"중국소설","X",10
"삼국지","나관중",0,0,"중국소설","X",10
